GMT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-6-13,16,14,13,15,13,12,97,91,74,1012,1009,1007,31,10,2,23,11,,0.51,,Rain,-1
2015-6-14,17,14,11,13,9,8,95,68,45,1018,1014,1012,31,19,2,16,8,,0.00,,Rain,-1
2015-6-15,20,15,10,9,7,4,74,53,26,1024,1022,1019,27,27,27,16,11,,0.00,,,-1
2015-6-16,20,16,12,12,9,8,91,61,39,1027,1026,1024,31,21,5,26,13,,0.00,,Rain,-1
2015-6-17,18,15,12,15,13,10,91,84,77,1027,1024,1022,31,24,13,34,24,,0.00,,Rain,-1
2015-6-18,19,16,13,13,9,7,91,60,36,1023,1022,1021,31,27,18,24,14,,0.00,,Rain,-1
2015-6-19,19,14,9,12,9,6,79,60,42,1023,1023,1022,31,24,18,26,11,,0.00,,,-1
2015-6-20,21,17,13,15,13,8,86,73,56,1024,1022,1020,31,23,10,35,16,,0.00,,,-1
2015-6-21,18,16,13,13,9,8,86,63,43,1020,1017,1016,31,26,14,39,24,,0.25,,Rain,-1
2015-6-22,18,14,11,12,8,6,92,65,35,1015,1012,1011,31,23,11,26,16,,2.03,,Rain,-1
2015-6-23,20,14,9,11,8,7,83,54,37,1020,1018,1015,31,31,31,21,10,,0.00,,,-1
2015-6-24,20,16,12,12,11,8,89,63,38,1022,1021,1020,31,27,18,21,13,,0.00,,,-1
2015-6-25,23,18,12,13,11,7,95,63,37,1022,1021,1019,31,21,11,21,11,,0.00,,,-1
2015-6-26,21,17,13,16,12,8,88,69,50,1019,1017,1015,31,25,6,32,18,,0.00,,Rain,-1
2015-6-27,21,17,13,12,11,9,87,59,36,1021,1020,1017,31,22,16,29,16,,0.00,,,-1
2015-6-28,19,17,14,15,13,11,88,75,56,1021,1019,1018,31,23,5,29,14,,3.05,,Rain,-1
2015-6-29,23,18,13,13,12,10,90,62,39,1023,1022,1021,31,24,18,13,10,,0.00,,,-1
2015-6-30,29,21,13,14,11,8,79,44,24,1022,1017,1013,31,28,24,21,10,,0.00,,,-1
2015-7-1,31,24,17,19,14,11,74,50,29,1014,1011,1009,31,27,18,29,14,,0.00,,Rain,-1
2015-7-2,18,16,14,16,13,11,93,80,65,1024,1019,1014,31,20,6,23,11,,5.08,,Rain,-1
2015-7-3,26,18,9,14,11,9,95,58,25,1026,1022,1016,31,27,19,23,10,,0.25,,,-1
2015-7-4,23,20,17,17,13,8,89,60,32,1020,1017,1013,31,21,10,32,18,,0.00,,Rain,-1
2015-7-5,21,16,11,14,11,8,90,67,43,1021,1018,1016,31,29,26,34,11,,3.05,,Rain,-1
2015-7-6,20,16,11,14,11,9,87,68,49,1019,1017,1013,31,29,18,29,18,,0.51,,Rain,-1
2015-7-7,19,17,14,16,12,9,93,69,45,1012,1009,1008,31,23,3,40,24,,5.08,,Rain,-1
2015-7-8,19,16,13,13,11,6,90,63,35,1020,1013,1007,31,22,8,39,26,,0.00,,Rain,-1
2015-7-9,21,17,12,11,9,7,72,51,37,1024,1023,1021,31,31,31,14,11,,0.00,,,-1
2015-7-10,25,19,12,12,10,7,87,54,20,1024,1019,1014,31,27,23,21,11,,0.00,,Rain,-1
2015-7-11,21,17,14,14,11,9,80,60,43,1019,1017,1014,31,26,16,35,18,,0.00,,Rain,-1
2015-7-12,20,17,14,16,14,11,96,80,66,1018,1016,1016,31,21,3,35,21,,4.06,,Rain,-1
2015-7-13,18,17,15,17,16,14,94,91,86,1017,1015,1014,31,16,3,35,19,,1.02,,Rain,-1
2015-7-14,21,18,15,17,15,14,95,85,58,1018,1017,1016,31,20,3,26,18,,0.51,,Rain,-1
2015-7-15,20,16,12,17,12,7,99,71,40,1020,1019,1017,31,10,2,19,10,,0.00,,Rain,-1
2015-7-16,23,17,11,17,12,7,78,66,52,1020,1015,1010,31,23,10,19,13,,0.00,,,-1
2015-7-17,20,17,14,17,13,9,90,70,41,1015,1011,1009,31,24,6,34,18,,0.51,,Rain,-1
2015-7-18,20,16,12,11,10,8,77,59,38,1018,1016,1014,31,30,27,26,18,,0.00,,,-1
2015-7-19,21,17,13,13,9,1,82,56,20,1013,1011,1009,31,27,11,32,14,,0.00,,Rain,-1
2015-7-20,23,18,13,19,13,6,91,71,46,1011,1009,1007,31,20,6,35,10,,0.76,,Rain,-1
2015-7-21,22,17,12,12,12,11,86,64,45,1014,1012,1011,31,29,26,35,19,,0.00,,,-1
2015-7-22,20,17,14,14,12,9,92,69,48,1018,1015,1014,31,26,6,32,16,,0.25,,Rain,-1
2015-7-23,19,14,10,12,10,6,89,64,32,1019,1017,1016,31,31,31,21,11,,0.00,,,-1
2015-7-24,13,13,12,12,12,10,95,87,67,1015,1011,1007,31,15,5,26,10,,24.89,,Rain,-1
2015-7-25,19,15,11,11,9,7,88,60,35,1017,1014,1010,31,21,11,34,13,,0.00,,Rain,-1
2015-7-26,18,14,12,14,11,8,94,81,62,1016,1004,996,31,13,3,37,14,,12.95,,Rain,-1
2015-7-27,17,16,14,14,13,11,92,79,57,1004,1001,997,31,20,3,40,32,,0.51,,Rain,-1
2015-7-28,18,16,13,11,9,8,76,61,42,1009,1007,1004,31,29,26,34,26,,0.51,,Rain,-1
2015-7-29,18,13,9,11,8,6,83,60,36,1016,1012,1009,31,31,31,32,14,,0.76,,,-1
2015-7-30,19,14,11,8,6,4,74,51,30,1021,1019,1017,,,,14,8,,0.00,,,-1
2015-7-31,19,13,7,8,7,5,84,56,34,1022,1019,1016,31,31,31,19,6,,0.00,,,-1
2015-8-1,19,14,9,12,10,8,92,70,54,1018,1016,1015,31,30,29,24,10,,0.00,,,-1
2015-8-2,24,19,13,13,11,9,90,58,28,1018,1015,1010,29,25,23,27,13,,0.00,,Rain,-1
2015-8-3,20,18,15,15,12,9,81,61,43,1010,1009,1008,31,24,18,24,18,,0.00,,Rain,-1
2015-8-4,18,16,12,13,11,9,83,65,51,1014,1012,1010,31,28,10,34,21,,0.00,,Rain,-1
2015-8-5,19,16,13,13,11,9,88,66,53,1014,1012,1009,31,28,19,27,16,,1.02,,Rain,-1
2015-8-6,20,17,14,15,12,7,90,68,33,1017,1012,1008,31,22,14,32,19,,0.00,,Rain,-1
2015-8-7,21,14,8,11,9,5,96,61,23,1021,1019,1017,31,27,23,14,5,,0.00,,,-1
2015-8-8,23,17,11,13,11,9,82,57,34,1024,1023,1022,31,29,24,23,8,,0.00,,,-1
2015-8-9,22,17,12,16,13,10,94,73,53,1023,1021,1019,21,11,3,19,11,,1.02,,Rain,-1
2015-8-10,21,18,12,17,14,10,93,79,49,1018,1017,1015,24,15,5,27,14,,3.05,,Rain,-1
2015-8-11,20,15,10,11,10,8,93,65,39,1023,1021,1019,31,29,23,11,6,,0.00,,,-1
2015-8-12,24,18,12,12,11,9,81,58,33,1024,1023,1021,31,27,23,21,11,,0.00,,,-1
2015-8-13,20,17,14,16,13,11,78,70,58,1021,1015,1010,27,18,10,24,14,,0.00,,Rain,-1
2015-8-14,17,16,14,16,14,11,96,86,70,1010,1007,1006,31,15,2,14,11,,8.89,,Rain,-1
2015-8-15,18,16,12,12,9,6,83,60,37,1017,1013,1009,31,31,31,24,10,,0.00,,Rain,-1
2015-8-16,19,13,8,9,8,6,92,63,33,1019,1018,1017,31,28,23,10,3,,0.00,,,-1
2015-8-17,21,17,13,10,8,6,73,48,27,1019,1018,1017,31,30,29,14,6,,0.00,,,-1
2015-8-18,21,16,10,13,11,8,87,66,42,1017,1015,1014,31,23,18,32,10,,0.00,,,-1
2015-8-19,16,14,12,14,12,11,94,85,68,1016,1016,1015,31,20,3,19,14,,10.92,,Rain,-1
2015-8-20,22,18,14,17,16,14,95,82,65,1019,1018,1016,29,17,3,23,11,,0.00,,Rain,-1
2015-8-21,21,19,17,16,16,15,84,77,69,1019,1018,1017,,,,27,21,,0.00,,Rain,-1
2015-8-22,27,22,16,17,16,15,94,75,39,1017,1013,1007,31,22,13,19,11,,4.06,,Rain,-1
2015-8-23,18,16,13,17,14,11,95,84,58,1006,1002,1001,31,16,8,23,11,,11.94,,Rain,-1
2015-8-24,15,13,12,13,12,11,95,88,73,1006,1001,999,31,17,6,19,8,,3.05,,Rain,-1
2015-8-25,19,14,10,16,12,9,93,79,67,1009,1006,1003,31,23,10,29,16,,2.03,,Rain,-1
2015-8-26,20,17,14,16,13,11,92,75,43,1006,1002,1001,27,15,2,34,18,,1.02,,Fog-Rain,-1
2015-8-27,18,16,12,12,11,9,88,72,46,1011,1006,1004,29,29,29,27,18,,4.06,,Rain,-1
2015-8-28,20,15,10,12,10,9,88,68,48,1019,1015,1011,,,,26,13,,0.00,,Rain,-1
2015-8-29,19,16,12,13,12,9,88,67,43,1020,1019,1019,31,31,31,13,8,,0.00,,,-1
2015-8-30,18,16,14,14,13,11,87,76,66,1019,1018,1016,31,26,14,16,6,,1.02,,Rain,-1
2015-8-31,16,14,12,13,13,12,96,87,72,1017,1015,1014,27,15,5,21,13,,5.08,,Fog-Rain,-1
2015-9-1,18,13,8,12,10,8,97,72,52,1021,1019,1017,31,24,14,16,8,,0.00,,Rain,-1
2015-9-2,17,12,8,11,9,8,90,70,49,1021,1019,1018,18,14,11,13,8,,0.51,,Rain,-1
2015-9-3,15,12,10,8,8,7,82,64,47,1019,1017,1016,,,,11,8,,0.00,,Rain,-1
2015-9-4,18,14,11,10,8,6,70,57,40,1020,1019,1018,,,,14,8,,0.00,,,-1
2015-9-5,15,13,11,11,8,6,79,63,43,1027,1023,1019,31,31,31,23,10,,0.00,,Rain,-1
2015-9-6,18,12,6,11,7,4,94,65,31,1031,1029,1028,31,29,27,13,6,,0.00,,,-1
2015-9-7,20,13,6,12,9,7,97,69,47,1032,1031,1030,31,29,27,13,6,,0.00,,,-1
2015-9-8,16,12,8,9,9,8,95,75,53,1031,1028,1025,31,17,10,16,8,,0.00,,,-1
2015-9-9,18,13,8,11,9,7,90,69,48,1025,1022,1020,31,26,19,21,11,,0.00,,,-1
2015-9-10,22,17,11,12,9,7,94,65,32,1022,1020,1017,19,11,5,19,11,,0.00,,,-1
2015-9-11,22,16,10,11,9,7,90,61,33,1018,1013,1009,31,16,6,29,13,,0.25,,Rain,-1
2015-9-12,17,14,11,14,11,7,95,72,47,1010,1007,1003,23,14,6,34,19,,0.00,,Rain,-1
2015-9-13,18,14,11,11,9,8,85,68,45,1009,1005,999,31,31,31,23,11,,1.02,,Rain,-1
2015-9-14,16,13,11,13,11,8,98,89,80,998,993,990,31,15,3,37,16,,17.02,,Rain,-1
2015-9-15,17,13,9,13,11,8,96,79,58,997,995,991,31,26,8,26,19,,0.00,,Rain,-1
2015-9-16,16,13,9,11,10,8,99,82,61,995,990,987,31,18,5,27,11,,1.02,,Rain,-1
2015-9-17,17,12,8,12,9,6,92,74,50,1006,1000,991,3,3,3,21,10,,0.25,,Rain,-1
2015-9-18,18,14,11,13,12,11,99,81,53,1019,1011,1006,26,18,6,13,8,,0.25,,Rain,-1
2015-9-19,18,13,7,13,11,8,100,80,51,1027,1025,1020,31,11,0,13,5,,0.00,,Fog,-1
2015-9-20,17,14,11,12,11,10,100,80,57,1027,1025,1020,31,12,2,19,6,,0.00,,Fog,-1
2015-9-21,17,14,12,13,11,9,96,82,49,1020,1012,1005,27,16,3,27,14,,3.05,,Rain,-1
2015-9-22,16,13,10,11,9,7,93,74,49,1009,1003,999,31,20,5,21,13,,0.00,,Rain,-1
2015-9-23,17,12,7,13,10,6,96,80,57,1013,1012,1010,31,14,3,29,13,,1.02,,Rain,-1
2015-9-24,16,13,11,14,11,8,97,78,49,1019,1014,1010,31,19,3,35,19,,0.25,,Rain,-1
2015-9-25,17,12,7,10,8,6,97,71,39,1027,1023,1019,31,28,23,14,8,,0.00,,,-1
2015-9-26,17,11,5,8,7,5,98,70,38,1030,1029,1027,31,25,6,11,3,,0.00,,,-1
2015-9-27,18,12,6,10,8,4,92,70,41,1035,1033,1031,31,22,13,19,6,,0.00,,,-1
2015-9-28,19,13,7,11,9,7,98,69,41,1037,1036,1035,31,22,13,16,11,,0.00,,,-1
2015-9-29,19,14,9,10,9,8,89,67,44,1035,1034,1033,31,22,13,23,13,,0.00,,,-1
2015-9-30,18,13,8,10,8,6,95,66,35,1034,1033,1031,31,14,5,26,16,,0.00,,,-1
2015-10-1,18,13,8,11,8,6,100,70,40,1033,1031,1029,31,13,0,23,13,,0.00,,Fog,-1
2015-10-2,17,12,7,10,8,7,98,76,49,1030,1025,1021,27,12,0,16,10,,0.00,,Fog,-1
2015-10-3,13,9,5,9,8,6,100,85,64,1020,1016,1014,11,7,0,10,3,,0.00,,Fog-Rain,-1
2015-10-4,17,11,6,11,8,5,99,80,49,1015,1013,1007,31,10,0,21,6,,0.00,,Fog-Rain,-1
2015-10-5,19,16,13,16,14,11,100,88,72,1006,1001,998,31,13,2,27,19,,3.05,,Rain,-1
2015-10-6,18,16,14,16,14,13,98,89,70,999,995,993,31,20,6,19,10,,5.08,,Rain,-1
2015-10-7,14,12,10,14,9,6,97,76,52,1018,1010,1001,18,14,10,26,16,,0.00,,Rain,-1
2015-10-8,16,11,7,9,8,6,95,77,51,1023,1021,1018,23,16,10,10,5,,0.00,,,-1
2015-10-9,16,10,4,12,8,5,100,87,63,1023,1023,1022,31,18,0,11,3,,0.00,,Fog,-1
2015-10-10,14,10,7,11,9,7,94,84,66,1022,1020,1018,31,20,8,19,8,,0.00,,,-1
2015-10-11,14,12,11,11,9,7,92,76,55,1019,1017,1017,23,14,6,19,13,,0.00,,,-1
2015-10-12,14,10,5,8,6,4,93,70,50,1023,1021,1019,31,17,8,16,11,,0.00,,,-1
2015-10-13,14,10,6,6,5,4,88,66,47,1027,1025,1023,31,28,19,23,11,,0.00,,,-1
2015-10-14,13,9,6,6,6,4,94,72,49,1027,1025,1024,31,22,11,21,11,,0.00,,,-1
2015-10-15,13,10,7,8,7,6,92,77,63,1024,1023,1022,31,16,11,19,11,,0.00,,Rain,-1
2015-10-16,13,11,9,9,8,7,85,76,65,1024,1024,1023,18,13,8,23,13,,0.00,,,-1
2015-10-17,12,10,8,8,7,6,82,72,60,1024,1022,1021,31,21,11,21,14,,0.00,,,-1
2015-10-18,13,11,9,11,9,7,91,82,64,1024,1022,1020,26,14,6,16,13,,0.00,,Rain,-1
2015-10-19,13,11,10,10,9,8,86,80,69,1028,1026,1024,27,18,8,13,11,,0.00,,,-1
2015-10-20,15,12,9,9,8,7,92,75,50,1029,1028,1025,31,20,11,13,6,,0.00,,,-1
2015-10-21,16,12,8,14,12,9,100,93,84,1025,1018,1015,31,17,6,35,19,,3.05,,Rain,-1
2015-10-22,14,12,9,12,8,5,98,66,49,1023,1018,1014,31,27,19,32,19,,0.25,,Rain,-1
2015-10-23,12,9,5,8,7,6,95,74,58,1023,1020,1016,31,27,21,19,8,,0.00,,,-1
2015-10-24,13,10,7,12,9,6,97,85,71,1022,1015,1011,31,18,3,23,13,,5.08,,Rain,-1
2015-10-25,13,8,2,7,5,3,100,81,52,1026,1024,1021,31,25,13,13,6,,0.00,,,-1
2015-10-26,16,10,4,12,8,4,94,85,70,1019,1012,1009,31,21,6,26,11,,0.00,,,-1
2015-10-27,16,13,11,14,12,11,97,90,80,1010,1007,1006,31,12,5,24,14,,2.03,,Rain,-1
2015-10-28,16,12,8,12,10,8,100,88,60,1008,1007,1006,31,12,0,23,6,,0.51,,Fog-Rain,-1
2015-10-29,14,12,11,13,11,9,96,88,72,1014,1009,1006,31,20,6,24,14,,1.02,,Rain,-1
2015-10-30,16,13,10,16,13,9,99,90,83,1019,1015,1009,31,19,3,35,14,,1.02,,Rain,-1
2015-10-31,17,14,10,12,12,9,97,84,65,1026,1021,1018,31,16,3,13,6,,0.00,,Fog-Rain,-1
2015-11-1,16,11,7,12,10,7,100,92,66,1029,1028,1027,26,6,0,11,5,,0.25,,Fog,-1
2015-11-2,11,10,9,11,10,9,100,98,92,1027,1023,1019,11,4,0,13,6,,0.25,,Fog,-1
2015-11-3,13,11,9,13,11,9,100,98,94,1019,1014,1013,10,5,2,13,8,,2.03,,Rain,-1
2015-11-4,14,13,11,13,12,11,100,94,82,1014,1013,1012,21,11,5,16,6,,0.00,,Rain,-1
2015-11-5,15,13,12,14,13,12,100,96,88,1013,1010,1007,31,16,3,24,14,,5.08,,Rain,-1
2015-11-6,17,15,13,16,13,12,100,92,87,1018,1013,1011,31,20,5,26,18,,6.10,,Rain,-1
2015-11-7,17,13,11,15,13,9,97,89,79,1025,1017,1012,31,22,2,39,23,,8.89,,Rain,-1
2015-11-8,16,12,8,14,12,8,96,89,83,1025,1019,1013,31,22,11,35,14,,0.51,,Rain,-1
2015-11-9,14,11,8,13,9,7,98,81,68,1021,1020,1019,31,15,2,35,26,,0.51,,Rain,-1
2015-11-10,15,14,13,14,13,12,97,93,86,1022,1021,1021,31,19,3,27,24,,0.25,,Rain,-1
2015-11-11,14,13,12,12,11,9,95,78,65,1022,1021,1020,31,20,8,32,19,,0.25,,Rain,-1
2015-11-12,14,11,7,12,10,8,99,88,75,1022,1019,1014,31,27,18,29,16,,2.03,,Rain,-1
2015-11-13,10,9,7,8,5,2,90,71,51,1026,1021,1015,31,24,8,37,27,,7.87,,Rain,-1
2015-11-14,14,11,7,13,9,5,97,88,66,1027,1021,1014,31,17,3,55,23,,7.11,,Rain,-1
2015-11-15,14,13,13,13,12,11,92,83,72,1014,1012,1008,31,18,6,58,43,,1.02,,Rain,-1
2015-11-16,12,11,10,12,9,6,98,83,63,1010,1008,1004,31,21,3,34,24,,0.76,,Rain,-1
2015-11-17,15,12,10,14,11,8,98,83,62,1010,1003,1000,31,17,6,63,32,,2.03,,Rain,-1
2015-11-18,14,12,11,12,9,8,94,78,65,1013,1010,1008,31,20,5,47,32,,2.03,,Rain,-1
